2023-09-24 02:57:28,796 - root - INFO - Creating Training Data...
2023-09-24 02:57:38,923 - root - INFO - Done!
2023-09-24 02:57:38,945 - root - INFO - num_params: 1075243
2023-09-24 02:57:40,600 - root - INFO - epoch:  1, train_loss: 3.733385, valid_loss: 2.332518, train_accuracy:  11.97% ( 57/476), valid_accuracy:  16.81% ( 20/119)
2023-09-24 02:58:30,587 - root - INFO - epoch: 30, train_loss: 0.039123, valid_loss: 0.303583, train_accuracy:  98.95% (471/476), valid_accuracy:  91.60% (109/119)
2023-09-24 02:58:32,273 - root - INFO - epoch: 31, train_loss: 0.071472, valid_loss: 0.212846, train_accuracy:  98.74% (470/476), valid_accuracy:  94.96% (113/119)
2023-09-24 02:58:33,715 - root - INFO - epoch: 32, train_loss: 0.029579, valid_loss: 0.181857, train_accuracy:  98.95% (471/476), valid_accuracy:  94.12% (112/119)
2023-09-24 02:58:35,258 - root - INFO - epoch: 33, train_loss: 0.021482, valid_loss: 0.164737, train_accuracy:  98.95% (471/476), valid_accuracy:  94.96% (113/119)
2023-09-24 02:58:36,796 - root - INFO - epoch: 34, train_loss: 0.012000, valid_loss: 0.238777, train_accuracy:  99.58% (474/476), valid_accuracy:  95.80% (114/119)
2023-09-24 02:58:38,267 - root - INFO - epoch: 35, train_loss: 0.014887, valid_loss: 0.268939, train_accuracy:  99.58% (474/476), valid_accuracy:  94.12% (112/119)
2023-09-24 02:58:39,712 - root - INFO - epoch: 36, train_loss: 0.019365, valid_loss: 0.318917, train_accuracy:  99.37% (473/476), valid_accuracy:  93.28% (111/119)
2023-09-24 02:58:41,183 - root - INFO - epoch: 37, train_loss: 0.026214, valid_loss: 0.176410, train_accuracy:  99.16% (472/476), valid_accuracy:  95.80% (114/119)
2023-09-24 02:58:43,261 - root - INFO - epoch: 38, train_loss: 0.019935, valid_loss: 0.174397, train_accuracy:  99.58% (474/476), valid_accuracy:  95.80% (114/119)
2023-09-24 02:58:45,480 - root - INFO - epoch: 39, train_loss: 0.033196, valid_loss: 0.212766, train_accuracy:  99.37% (473/476), valid_accuracy:  94.96% (113/119)
2023-09-24 02:58:47,198 - root - INFO - epoch: 40, train_loss: 0.034808, valid_loss: 0.471481, train_accuracy:  98.95% (471/476), valid_accuracy:  88.24% (105/119)
2023-09-24 02:58:48,681 - root - INFO - epoch: 41, train_loss: 0.075476, valid_loss: 0.290350, train_accuracy:  98.32% (468/476), valid_accuracy:  92.44% (110/119)
2023-09-24 02:58:50,299 - root - INFO - epoch: 42, train_loss: 0.072291, valid_loss: 0.268589, train_accuracy:  98.53% (469/476), valid_accuracy:  92.44% (110/119)
2023-09-24 02:58:51,882 - root - INFO - epoch: 43, train_loss: 0.045471, valid_loss: 0.088430, train_accuracy:  98.53% (469/476), valid_accuracy:  98.32% (117/119)
2023-09-24 02:58:53,534 - root - INFO - epoch: 44, train_loss: 0.028005, valid_loss: 0.329315, train_accuracy:  99.37% (473/476), valid_accuracy:  95.80% (114/119)
2023-09-24 02:58:54,971 - root - INFO - epoch: 45, train_loss: 0.020316, valid_loss: 0.138925, train_accuracy:  99.16% (472/476), valid_accuracy:  96.64% (115/119)
2023-09-24 02:58:56,561 - root - INFO - epoch: 46, train_loss: 0.005140, valid_loss: 0.106413, train_accuracy: 100.00% (476/476), valid_accuracy:  97.48% (116/119)
2023-09-24 02:58:58,767 - root - INFO - epoch: 47, train_loss: 0.020970, valid_loss: 0.367262, train_accuracy:  98.95% (471/476), valid_accuracy:  94.12% (112/119)
2023-09-24 02:59:00,989 - root - INFO - epoch: 48, train_loss: 0.006962, valid_loss: 0.396394, train_accuracy:  99.79% (475/476), valid_accuracy:  94.96% (113/119)
2023-09-24 02:59:02,564 - root - INFO - epoch: 49, train_loss: 0.010548, valid_loss: 0.392819, train_accuracy:  99.79% (475/476), valid_accuracy:  94.96% (113/119)
2023-09-24 02:59:04,023 - root - INFO - epoch: 50, train_loss: 0.021896, valid_loss: 0.339903, train_accuracy:  99.37% (473/476), valid_accuracy:  94.96% (113/119)
